document_id,text,cluster,cluster_label,cluster_rq
doc_0317,"We have established a so-called “Ad-hoc case” process that is triggered once we receive hints on violations against our Code of Conduct for business partners on topics such as human rights, labor standards, environment and anti-corruption.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0317,These hints can come from victims of alleged abuses like workers in the supply chain and other affected groups and can also be triggered by media reports or by NGO reports.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0317,"Upon receiving such hints, we have to establish whether it is a company in our supply chain and the plausibility of these hints.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0317,This may include that we assemble an ad-hoc team that is built from sustainability experts from VW Group sustainability in supply chains and from local experts from the respective brands and regions.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0317,"If we detect violations or can confirm the accusations, the supplier is asked to fill out a so-called 6D report in which they can report on the case and mitigating and corrective measures.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0317,This may also include an on-site check at the supplier site.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0317,We then check if the corrective measures are adequate.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0317,We are always interested in developing our suppliers and not to simply terminate a business relationship.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0317,"Nevertheless, where the supplier is not willing or not able to comply with our requirements, the business relationship may be terminated or not renewed.",4,Remediation and Responsibility Limits,"[1, 2, 3, 4, 5, 6]"
doc_0317,"In 2018, this was the case for 18 suppliers with whom we either cancelled business or blocked them for further sourcing.",4,Remediation and Responsibility Limits,"[1, 2, 3, 4, 5, 6]"
doc_0317,It is our primary concern to prevent violations against our code of conduct through continuous risk management and processes.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0317,We have thus established various channels through which we can receive grievances.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0317,Such an early warning system enables us to address violations and prevent systematic problems in the supply chain.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0317,"While these various grievance mechanisms (e-mail, ombudsman, and whistleblowing hotline to report violations of the law or regulations of VW employees) are communicated broadly, they still might not be able to detect all violations.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0317,We very much appreciate the work of BHRRC and other NGOs and encourage you to get in contact with us immediately once you receive further information on human rights abuses that might be in relation with our business.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0319,"Rio Tinto requires all our vendors and suppliers to comply at all times with our Supplier Code of Conduct, and Rio Tinto’s The Way We Work.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0319,"Our Supplier Code of Conduct draws upon internationally recognised standards, including human rights principles, and clearly sets out our expectation of our suppliers, their subsidiaries and subcontractors.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0319,"These expectations include ensuring all work is freely chosen, without the use of forced or compulsory labour; fair remuneration and working conditions for all workers; and respecting workers’ rights to lawfully and peacefully form or join trade unions of their choosing and to bargain collectively.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0319,Compliance with the Supplier Code of Conduct is included in our contractual arrangements with suppliers and this year we also introduced a modern slavery clause into our standard global supply contract – more information is available in our 2018 Modern Slavery Statement.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0319,Our suppliers know that we may choose to stop working with them if they are not meeting our expectations.,4,Remediation and Responsibility Limits,"[1, 2, 3, 4, 5, 6]"
doc_0319,We have asked NFI Industries to demonstrate that they are meeting our Supplier Code of Conduct and they are actively working to respond to our request.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0319,"Senior executives from Rio Tinto also met a delegation from the Teamsters in London recently to hear their concerns, and answered questions from the delegation at the Rio Tinto Plc annual general meeting on 10 April 2019.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0319,Rio Tinto continues to maintain an ongoing dialogue with the Teamsters and related stakeholders in regards to this matter.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0319,"While we will work to ensure our Supplier Code of Conduct is being upheld, we are also encouraging NFI and the Teamsters to resolve these issues directly with each other.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0320,"We believe InfluenceMap has taken an overly simplistic view of climate policy, the value of engagement, and the complexity of the required transition to a lower carbon energy system.",6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0320,We also don't agree with the Report's implication that Shell's spending on (direct and/or indirect) climate related engagement and corporate messaging is 'in conflict with the goals of the Paris climate accord'...,6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0320,We recognize the need for greater transparency as raised by the InfluenceMap report...,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0320,"Shell recently published an Industry Associations Climate Review, which assesses Shell's alignment with 19 key industry associations on climate-related policy...",6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0320,"We have been clear about our support for the Paris Agreement and the need for society to transition to a lower-carbon future, but the InfluenceMap report appears to suggest that any extended role of fossil fuels in the energy system is incompatible with the goals of Paris...",6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0320,IEA data suggest that natural gas will have a role to play...,6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0320,"We are strong proponents of government led carbon pricing, carbon capture and storage, and nature-based solutions as means of addressing emissions...",6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0320,Shell is taking concrete steps to address our own carbon footprint and we intend to cut the carbon intensity of the energy products we sell in step with society as it moves towards the goal of the Paris Agreement.,6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0321,"For many years now, Total has integrated the challenges of climate change into its strategy.",6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0321,"Our strategy, which encompasses investments not only in the oil business but also in natural gas and low carbon electricity businesses, involves gradually decreasing the carbon intensity of of the energy products used by our customers.",6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0321,We are moreover committed to providing robust reporting on issues relating to climate change.,6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0321,"Thus, we decided in 2016, with the full support of Total’s Board, to voluntarily publish each year a dedicated report on the integration of climate challenges into the Group’s strategy.",6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0321,"Transparency and collective action are, in our view, essential to deal with climate change challenges.",6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0321,"Total is therefore involved in multiple international initiatives such as the Task Force on Climate-related Financial Disclosures (TCFD), the Oil and Gas Climate Initiative (OGCI), the Climate Leadership Council, Global Compact and the Alliance to End Plastic Waste.",6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0321,"In January 2016, Total published a Lobbying Ethics Charter which requires all entities of the Group to comply with our Code of Conduct in carrying out any lobbying activities and states in particular that such entities will convey messages that are consistent with our stated positions and strategies.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0321,"Under this charter, all lobbying activities are carried out in compliance with applicable regulations and in a transparent manner.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0321,"In relation to professional associations, we are members of many national and international trade associations, whose names are public.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0321,"In defining their position on any given issue, these associations must seek a consensus between their members.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0321,"This consensus does not always reflect our position and, when this is the case, we do not hesitate to express this.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0321,"However, we think it is better to work from the inside to promote our ideas with a view to trying to convince our peers rather than removing ourselves from the discussion.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0321,We publish on our website a list of all professional associations in which Total is involved.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0321,"Our participation in professional organisations does not prevent us from speaking up and communicating our own position, where this differs from that of the associations from which we are members.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0321,"We are undertaking in 2019 a review of Total’s participation in the main professional associations to assess whether their public policy statements on climate are in line with Total’s positions and what further actions we should consider, as the case may be, vis-à-vis certain of these associations.",6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0323,We stand by the position that our main partner – the Fair Labor Association (FLA) – released last week on this article: http://www.fairlabor.org/blog/entry/fla-comment-april-29-article-new-york-times,0,Denial and Counter Evidence,"[1, 2, 3, 4, 5]"
doc_0324,ExxonMobil has conducted a thorough internal investigation of these inaccurate and unsubstantiated third party allegations.,6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0324,"ExxonMobil had a direct contract with Cajun Constructors in 2013 and 2015, and we found no documentation that Cajun Constructors, or any subcontractor company of Cajun Constructors, used Cenikor Foundation for any labor at our refinery.",4,Remediation and Responsibility Limits,"[1, 2, 3, 4, 5, 6]"
doc_0324,"We contractually require all suppliers to comply with all applicable environmental, health, safety, and labor laws for themselves and their subcontractors.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0324,ExxonMobil’s Standards of Business Conduct provides a worldwide framework for responsible operations and are consistent with the spirit and intent of the Fundamental Principles and Rights at Work of the 1998 International Labor Organization (ILO) Declaration.,6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0324,"If there is additional information that is brought to our attention regarding labor violations or unfair labor practices, we will consider all legal options, which may include seeking compensation for unpaid workers.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0324,Any additional information in regards to these claims and allegations should be directed towards Cajun Constructors.,4,Remediation and Responsibility Limits,"[1, 2, 3, 4, 5, 6]"
doc_0324,"To suggest that individuals from the Cenikor Foundation performed unpaid work at our ExxonMobil Refinery, is not credible.",4,Remediation and Responsibility Limits,"[1, 2, 3, 4, 5, 6]"
doc_0325,Shell had no prior knowledge of these allegations.,6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0325,This matter is now under investigation.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0325,Shell takes very seriously the labor laws in every location in which we operate.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0325,Our suppliers and contractors are vetted to ensure they meet all applicable laws and Shell’s unconditional ethics and safety requirements.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0326,"Apology, collaborative spirit, and good faith : Vale must make a public apology to affected communities, the population of the city of Brumadinho, and the Brazilian society as a whole.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0326,"This is a positive first step, but the apology alone is not sufficient.",0,Denial and Counter Evidence,"[1, 2, 3, 4, 5]"
doc_0326,"It must be accompanied by a commitment, guaranteeing that the company and its legal representatives will not try to avoid liability by adopting aggressive legal strategies.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0326,"the most important obligation on the part of the company is to restore its ""social license to operate"", which depends on a balance between legal rationality and social and extra-legal accountability.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0326,"Standards governing non-judicial grievance mechanisms include the UN Guiding Principles on Business and Human Rights, specifically Principle 31, which stipulates that such mechanisms should be accessible, predictable, transparent, equitable, participatory and based on rights.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0326,The independence of remedial mechanisms should be guaranteed.,21,Independent remedies and prevention,"[2, 3, 4, 5, 6]"
doc_0326,"Decisions regarding the scope and definition of the affected population, the dimension of the impacts, and the technical and legal assistance required, must be carried out by independent and bona fide entities, trusted by those affected.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0326,"Vale must establish a public commitment to use its political, economic, and social capital to improve the normative framework and strengthen public policies on prevention and reparation of social and environmental disasters.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0326,"The establishment of institutional human rights policies and due diligence processes should be accompanied by periodic review, alongside publicity of their content and lessons learned.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0326,"The company must not control the information, and all information obtained or produced by the company on the risks, damages, and agreements, should be shared with public institutions as soon as possible;",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0326,The company must not disrupt the social cohesion of communities by interfering with victim organizations (which has happened);,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0326,"The company must not use remediation measures as publicity, refraining from releasing marketing-oriented content related to the disaster (transparency is not advertising);",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0326,"The company must not be responsible for providing public services, especially psychosocial care.",8,Denial and liability limits,"[4, 5, 6]"
doc_0326,The company must make every possible effort to conduct its future mining activities without dams (dry mining).,6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0326,The company must apply the best international standards for dam safety until all of them are decommissioned and deactivated.,6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0326,The company must publish a clear timeframe for safely decommissioning and deactivating its dams.,6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0326,The company must adopt the best international standards for reparations with a view to restoring the rights of those affected to the greatest extent possible;,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0326,"The company must observe the principle of the centrality of the suffering of the victims in the process of reparation of the damages, recognizing and respecting the centrality and autonomy of those affected by the disaster;",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0326,"The company must disclose socio-environmental impact assessments, declarations of stability of structures, as well as other relevant documents.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0326,"The company must present a clear timeframe for the restoration of normality in communities affected by the disaster, as well as in other communities currently under risk (Ouro Preto, Nova Lima, Barão de Cocais, Itatiaiuçu).",6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0326,The company must present a detailed emergency plan for the possibility of other dam failures.,6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0326,"The company must guarantee independent technical advisory services to the affected communities, so they can better understand and meaningfully engage with the remediation process.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0326,"Predicating the Global Compact’s response to serious human rights and environmental harms, like those caused by the disaster at Brumadinho, on a final legal determination of the company’s responsibility ensures in many cases that no action will be taken.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0327,"In 2008, we proposed to expand the Calenturitas mine to increase coal production and extend the life of the mine.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0327,"After 20 months of discussion, and in order to enable a significant expansion of the Calenturitas mine, the government and Prodeco/Glencore agreed an amendment to the royalty regime through an amendment to the Calenturitas Mining Contract, executed in January 2010.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0327,"Regrettably, after the amendment was signed by both parties, and significant investments had been made to expand the mine on the basis of the amendment, the government sought to revoke and nullify the amendment that Colombia had signed.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0327,"The Swiss-Colombia Treaty requires that Colombia abide by the commitments it makes to investors like Glencore and Prodeco, and it requires that Colombia treat Glencore and Prodeco’s investments fairly and equitably.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0327,Glencore initiated a consultation process with the Columbian government in order to settle the dispute amicably.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0327,"Unfortunately, the amicable negotiations under the treaty were not successful and we filed an arbitration claim before ICSID in March 2016.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0327,"While Glencore does not dispute Bolivia’s sovereign right to nationalise its investments, under international law and the applicable bilateral investment treaty for the Promotion and Protection of Investments, Bolivia must pay fair and effective compensation.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0327,Glencore's objective has always been to settle the dispute with the government of Bolivia amicably.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0327,"after almost nine years of negotiations without receiving any compensation for the nationalisation of three of its assets, Glencore had no other option but to initiate arbitration proceedings to enforce its rights under international law.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0327,"Glencore is committed to Bolivia and wants to continue to develop our working relationship within the country despite having three assets nationalised in 2007, 2010 and 2012.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0327,We work with the government as our 55% partner in our Bolivian operations.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0327,"Glencore has and continues to make substantial contributions to Bolivia and its people. We have contributed to the Bolivian mining industry and wider economy, providing the community with jobs, education, access to healthcare and improved infrastructure.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0327,Glencore is committed to continue contributing to the Bolivian economy and to resolve its dispute with the Government.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0328,"We have strong relationships with producers and farming cooperatives in the main export areas, sourcing grains, oilseeds, pulses, sugar and cotton and supplying them and value-added products to customers around the world.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0328,Our network of assets and ability to supply from alternative origins means we can address their needs.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0328,"Glencore Agriculture's scale provides significant benefits in terms of supply chain efficiencies, accountability and transparency.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0328,Our major investments in logistics and infrastructure allow producers to access a wide range of markets where they would otherwise be limited in their ability to sell their produce.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0328,"We operate in a transparent and responsible way with our suppliers, business partners, customers, stakeholders and communities to ensure mutual benefit and build trust for all parties.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0328,"We regularly share our performance, learnings and experiences with all internal stakeholders and management around the world to ensure everyone remains informed, and benefits from being a part of our global network.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0328,"As a member, Glencore Agriculture pledges to: * implement changes to business operations and strategy, incorporating the Ten Principles of the UN Global Compact, including in subsidiaries and the supply chain * support the UN Global Compact and the Ten Principles via available communications channels * inform stakeholders annually of its efforts to implement the UN Global Principles, and post this Communication on Progress (COP) on the UN Global Compact website.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0328,Members of the SCF participate in a common framework for reporting and monitoring progress on transparent and traceable supply chains for soy in Brazil's Cerrado region.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0328,"We work collaboratively with fellow industry members, producers and suppliers along our supply chains as well as governments and organisations to eradicate deforestation, increase sustainability and protect high carbon stock forests, valuable conservation areas and peatlands from uncontrolled expansion.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0328,The export ban actually trapped our Russian purchases in Russia which had repercussions on our sales obligations at the time. The scale and breadth of our business enabled us to meet these obligations from other origins.,6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0328,"Glencore Agriculture India is fully committed to compliance with all laws and regulations, including competition laws, and will cooperate with the CCI as required.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0328,Our code of conduct sets out the standards we require people to meet and understand.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0329,"Total supports the objectives of the Paris agreement, and has integrated the challenges of climate change into its strategy.",6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0329,"This strategy, which encompasses investments not only in the oil business but also in natural gas and low-carbon electricity businesses, involves gradually decreasing the carbon intensity of the energy products used by our customers.",6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0329,"Total takes into account in its strategy the evolutions of the energy markets as presented by the International Energy Agency in the horizon 2040, especially in the sustainable development scenario, which refers to a global average temperature well below 2 °C.",6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0329,"In order to contribute to achieve this target, Total made a commitment in 2019 to reduce greenhouse gas emissions (scopes 1 et 2) from its operated oil and gas facilities, from 46 Mt CO2e in 2015 to less than 40 Mt CO2e in 2025.",6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0329,"Total also has the ambition to reduce the carbon intensity of energy products used by its customers by 15% between 2015, date of the Paris Agreement, and 2030.",6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0329,"In the longer term, beyond 2030, our ambition is to pursue these efforts, or possibly to accelerate as new technologies become available and public policies are put in place, and reach a reduction of 25 to 35% by 2040.",11,Flaring reduction targets and investments,"[2, 3, 4, 5]"
doc_0329,"This path represents a positive contribution by Total towards achieving the objectives set by the Paris Agreement, while enabling it to fulfill its commitment to supply to as many people as possible a more affordable, more available and cleaner energy while responding to growing consumer energy demand and in particular for electricity.",6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0329,Total reports in details its actions regarding the challenges of climate change.,6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0329,Total’s position on climate are public and the Group reports its actions through its Registration Document in line with the recommendations of Task Force on Climate-related Financial Disclosure (TCFD).,6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0329,Total encourages dialog with its stakeholders and is open to exchange on climate issues and the challenges they represent.,6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0329,"However, the associations signatories of this report have never expressed their willingness to open dialog with the Group on these issues.",0,Denial and Counter Evidence,"[1, 2, 3, 4, 5]"
doc_0331,"Although we have no direct contractual relationship with Huafu, we asked for access to audit their spinning facilities in Aksu.",4,Remediation and Responsibility Limits,"[1, 2, 3, 4, 5, 6]"
doc_0331,"On learning of these allegations, we asked our materials suppliers to immediately suspend any sourcing of yarn from Huafu Aksu, to allow us time to investigate.",4,Remediation and Responsibility Limits,"[1, 2, 3, 4, 5, 6]"
doc_0331,They obliged.,3,Immediate remediation & engagement,"[1, 3, 4, 5, 6]"
doc_0331,Despite these findings our suspension of Huafu Aksu continues pending receipt of a third-party assessment by an independent consultancy specializing in forced labour.,4,Remediation and Responsibility Limits,"[1, 2, 3, 4, 5, 6]"
doc_0331,Our position on forced labour is very clear and is well known to our business partners and to their subordinate suppliers.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0331,adidas holds no direct relationship with the spinning mills that produce the yarn.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0331,"Through its field level partners, BCI has trained nearly 9,500 farmers in Xinjiang since 2012.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0331,"Decent Work principles are embedded in the Better Cotton Standard and in six years of third-party verification visits in Xinjiang, there have been no reported cases of forced labour or child labour on BCI licensed farms.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0331,"We are currently engaged with the Fair Labor Association, the Better Cotton Initiative and others, to strengthen assurance processes and map a way forward.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0332,"H&M Group does not accept forced labor being used anywhere in our value chain, including cotton cultivation.",4,Remediation and Responsibility Limits,"[1, 2, 3, 4, 5, 6]"
doc_0332,"We have for a long time worked with Better Cotton Initiative, BCI to secure a sustainable production of cotton globally.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0332,"We work with suppliers in all production markets in the same way, ensuring that they all sign our Sustainability Commitment and follow national law.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0332,We have due diligence processes in place to ensure we identify and address any risk of forced labor.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0332,"We are investigating all production facilities to get the full picture, based on the information that is shared with us.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0333,Nestlé Russia has evolved its sales organization structure based on the development of the Russian retail market.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0333,"During this process, we have always treated our employees with dignity and respect, and have strictly followed the requirements of the Labor Code and other laws of the Russian Federation, in addition to our own Code of Business Conduct.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0333,"In line with the Russian Labor Code, we have duly informed employees about the upcoming changes.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0333,"In case of redundancy, employees were given the opportunity to opt for the standard reduction conditions as stipulated by the Labor Code.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0333,We also offered employees to terminate their labor contracts under more beneficial conditions than those stipulated under the Russian Labor Code.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0333,"Most employees affected by these changes have been offered, and have accepted, positions by distributors.",13,Community investment and job creation,"[1, 4, 5]"
doc_0334,"August 5, 2019 Nike does not directly source products from Xinjiang.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0334,We are in the process of conducting an ongoing internal review with our suppliers to assess any connection to the region.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0334,"Our Code of Conduct and Code Leadership Standards have strict requirements prohibiting any type of prison, forced, bonded or indentured labor at supplier facilities, including detailed provisions for freedom of movement and guidance for the management of workers with unique vulnerabilities.",4,Remediation and Responsibility Limits,"[1, 2, 3, 4, 5, 6]"
doc_0335,"In Bolivia, we are actively improving safety practices and standards, incorporating international approaches for underground mining in absence of national legislation.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0335,"In 2013 and 2014, we started the STOP and Safe Work programmes respectively, to raise standards, practices and safety conditions.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0335,We are promoting an approach of continuous improvement in safety practices and conditions for all workers.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0335,"Before starting work at our Bolivian operations, every employee and contractor is required to attend a mandatory training course on safety.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0335,Our Bolivian assets hold regular meetings on safety and occupational health with workers and their union representatives.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0335,We recognise that only through working in partnership can we transforming the culture of informality and high tolerance to risk that exists in the mining sector in Bolivia.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0335,"Suspension of mining activities took place in 2017 for two week following safety incidents at the operations, to enable a thorough investigation.",4,Remediation and Responsibility Limits,"[1, 2, 3, 4, 5, 6]"
doc_0335,"All payment obligations were honoured, and workers sustained no loss of income.",20,Claims of compliance and engagement,"[1, 3, 4, 5, 6]"
doc_0335,The suspension enabled the operation to upgrade working conditions.,13,Community investment and job creation,"[1, 4, 5]"
doc_0336,Vale follows guidelines throughout its operations and projects to establish relationships with potentially impacted indigenous peoples.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0336,"The company also abides by international commitments and references related to indigenous issues, such as the position statement of the International Council on Mining and Metals (ICMM) on Mining and Indigenous Peoples (2014), the ILO 169 Convention, and the United Nations Declaration on the Rights of Indigenous Peoples.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0336,PTVI is in good faith willing to settle the issue of the Karonsi’e Dongi people. Our efforts should be well coordinated with local government to optimize the outcomes.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0336,"PTVI is committed to improve certain facilities for the residential area in Ledu-Ledu village, Wasuponda.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0336,It is not possible for PTVI to provide electricity supply to other parties as PTVI only holds an 'Operation License' or 'Izin Operasi' which only allows PTVI to generate electricity for its own use.,23,Generator-only; PLN monopoly,"[4, 5]"
doc_0336,"In principle, it is the obligation of local government through PT Perusahaan Listrik Negara (Persero) (PLN) as the state-owned company that is in charge of electricity supply in Indonesia to supply electricity to the public, not PTVI.",23,Generator-only; PLN monopoly,"[4, 5]"
doc_0336,"The EIA was validated by all stakeholders, including NGOs and Rheebu Nuu.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0336,"For several years, the NGO Rheebu Nuu has played a significant role in managing and administering the Pact agreement signed between themselves, Vale NC, and the Customary Authority (hereafter the 'PACT').",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0336,"Today, Rheebu Nuu holds the presidency of the three structures that comprise the Pact. This represents an annual investment of more than US$ 3 million per year for VALE NC supporting environmental, social, and cultural projects in the communities as well as the training of youth.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0336,"Local communities are also involved in and benefitting from the Lucy project by being awarded a significant part of the bid for earth works, road construction and more.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0336,"Vale has maintained a long-term relationship with the Xikrin People, including the transfer of funds and provision of complementary healthcare.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
